Gender,Age,Type_of_Travel,Class,Inflight_wifi_service,Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,boarding_process,Seat_comfort,Onboard_service,Leg_room,Baggage_handling,Checkin_service,Cleanliness,Minutes_delay_departing,Minutes_delay_arriving,Next_Flight_Distance
1,29,1,0,2,5, ,2,5,1,1,5,1,3,5,1,0,3,925
0,12,0,0,2,5, ,3,1,1,5,3,3,5,3,5,13,6,925
0,50,1,0,2,4, ,1,1,1,3,3,2,5,1,3,0,0,925
1,20,1,0,2,5, ,3,4,1,2,3,5,4,3,2,0,0,925
0,50,1,0,2,5, ,5,4,1,2,5,4,4,4,2,0,0,925
0,18,0,0,2,4, ,4,1,1,3,4,3,4,5,3,1,0,921
0,16,0,0,2,4, ,3,2,1,4,4,2,5,5,4,4,14,920
0,54,0,0,2,5, ,1,2,5,4,4,4,4,4,4,0,3,919
1,48,0,1,2,4, ,4,1,3,3,1, ,1,4,4,0,0,919
1,20,1,0,2,5, ,4,3,1,1,5,3,4,3,3,0,0,916
1,14,1,1,3,5,3,4,5,3,1,5,5,4,4,1,0,0,913
0,25,0,0,2,3,1,2,3,1,2,3,1,2,5,3,0,0,912
0,47,0,0,2,4, ,4,1,1,1,3,5,5,4,1,15,33,912
1,21,0,0,2,5, ,1,5,1,1,4,3,5,3,1,2,0,912
1,32,1,0,2,5, ,1,3,1,5,5,4,4,4,3,3,0,912
0,53,1,0,2,5, ,2,4,1,2,1,3,5,3,2,2,1,908
0,46,1,0,2,3, ,1,1,1,3,1,5,1,3,5,0,0,908
0,17,0,0,2,5, ,5,2,1,2,3,4,4,4,4,1,0,907
1,66,0,0,2,4, ,3,1,5,4,5, ,5,5,4,5,2,907
0,19,0,0,2,5, ,3,1,1,2,3,3,4,4,2,0,0,907
0,69,1,0,2,4,2,3,4,2,2,1,1,2,1,2,32,8,901
0,19,1,1,2,4, ,1,1,1,2,5,5,4,5,2,6,2,899
1,36,0,0,2,4, ,4,1,1,5,4,5,1,1,5,0,0,899
1,57,0,0,2,5, ,5,3,4,5,3, ,3,3,4,0,0,899
1,49,1,1,2,4, ,4,1,4,4,3, ,5,2,4,0,0,896
1,66,0,0,2,4,2,2,5,2,2,3,2,4,4,1,32,23,895
1,60,0,0,2,1, ,3,1,3,4,2, ,2,4,1,10,2,895
0,54,1,0,2,5,1,1,1,1,5,4,4,4,5,5,0,0,894
0,62,1,0,2,3,2,4,1,2,1,2,3,4,1,3,0,0,888
0,15,1,0,2,4,2,4,1,2,5,3,2,2,4,5,0,0,888
0,43,1,0,5,1,5,3,5,1,4,4,4,4,2,4,500,2,888
1,38,0,0,2,1, ,3,5,1,5,3,5,3,3,5,0,0,888
0,47,0,1,2, , ,3, ,2,2,4,4,4,2,2,310,305,883
1,29,0,0,2,1, ,3,1,1,5,1,3,3,3,5,16,5,882
0,34,0,0,2,3, ,3,5,1,1,1,3,3,1,1,0,0,872
1,12,0,0,3,3,3,2,5,3,1,2,4,1,3,1,0,3,868
0,19,0,0,2,3, ,3,2,1,4,4,1,2,1,4,3,3,868
1,46,0,0,2,4, ,4,1,1,3,1, ,1,2,4,0,0,868
1,35,1,0,1,3,1,5,1,1,4,4,1,1,1,5,0,5,867
0,42,1,0,2,1, ,3,5,1,1,1,4,3,2,1,0,0,867
0,46,1,1,2,4,2,3,4,2,2,4,5,5,3,2,0,0,866
0,16,1,0,2,5,4,3,2,1,4,4,3,5,4,4,0,0,866
1,26,1,0,2,4,3,2,5,1,1,4,5,4,5,1,0,4,862
1,9,1,0,2,4,4,4,3,4,3,3,3,5,4,3,1,5,862
0,66,1,0,2,4,3,3,4,1,2,4,5,5,4,2,3,0,862
0,39,1,1,2,4,3,3,2,3,4,5, ,5,1,2,6,2,862
0,49,0,0,2,4,1,4,2,1,4,2,1,4,4,4,0,0,861
0,68,0,0,2,4,3,3,1,1,5,4,2,4,3,5,0,0,861
0,70,0,0,1,5,1,4,3,1,3,3,3,5,4,5,0,0,859
0,17,0,0,2,2,3,3,5,1,1,4,5,3,1,1,0,0,859
1,22,1,0,2,4,4,4,1,1,5,3,5,4,3,5,0,1,854
0,29,1,0,2,4,1,4, ,2,2,3,5,5,2,2,158,222,854
0,68,1,0,2,5,4,1,3,1,3,3,2,5,5,3,4,0,854
0,34,1,0,1,5,1,1,1,1,3,3,2,4,3,5,0,0,853
1,11,0,0,2,4,2,4,1,2,5,5,4,4,1,5,0,0,853
1,20,1,0,2,4,2,4,1,4,5,5,2,4,3,5,0,8,853
1,46,1,0,2,4,3,2,1,4,3,5, ,1,3,5,0,0,853
0,61,0,0,2,5,3,5,4,1,2,5,5,4,4,2,11,2,852
1,13,0,1,2,5,5,3,4,1,3,3,2,4,4,2,6,5,849
0,67,1,0,2,3,3,3,1,1,5,3,1,5,4,5,0,0,849
0,32,1,0,2,5,3,4,1,1,1,4,5,5,3,5,8,2,846
1,19,1,0,2,5,4,2,3,1,3,5,4,5,4,3,15,17,846
0,56,1,0,3,5,3,1,5,3,1,4,4,5,3,1,0,0,845
1,61,0,0,2,5,1,3,1,5,3,5, ,5,3,5,13,17,842
1,39,0,0,2,5,3,2,4,1,3,5,4,5,5,2,1,1,842
1,26,0,0,2,5,2,1,2,1,4,3,3,5,4,4,12,0,842
0,34,1,1,2,4,4,3,2,1,4,4,3,4,5,4,0,1,837
1,27,0,0,2,3,3,2,4,1,2,3,3,3,2,2,0,0,837
1,31,1,0,2,4,5,2,1,1,3,3,5,4,4,5,0,0,836
1,46,1,0,2,5,3,4,1,5,4,3, ,3,3,4,0,5,834
1,16,0,0,2,5,3,4,2,1,4,5,3,5,3,4,15,1,834
0,61,0,0,2,4,5,2,5,1,3,5,2,5,4,1,0,0,834
1,46,1,0,2,5,4,2,2,4,2,4, ,4,2,3,0,0,834
0,57,0,0,1,4,1,1,1,1,5,5,2,4,5,5,87,75,833
1,68,0,0,2,5,1,1,3,4,4,4,1,2,5,3,0,4,829
0,20,1,0,2,4,5,4,3,4,3,4,4,5,3,3,26,32,829
1,41,1,0,2,4,3,1,3,1,3,5,2,5,5,3,0,0,828
0,10,0,0,2,5,1,4,1,1,4,3,3,5,3,5,0,0,822
1,62,0,0,2,2,1,2,5,2,3,2,1,2,4,3,0,0,821
0,49,0,0,2,1,3,4,4,1,1,1,1,3,1,2,0,0,821
0,37,0,0,2,4,3,3,2,1,3,1,2,3,3,4,0,0,821
1,15,0,0,2, , ,3,4,1,2,3,3,4,4,2,0,0,814
0,53,0,0,3,4,3,3,1,3,5,1,5,4,4,5,0,0,813
0,38,0,0,2,1,3,4,1,1,2,4,2,3,2,5,0,1,813
1,33,1,0,2,2, ,3,3,1,3,2,1,4,4,3,0,0,813
0,58,0,0,2,2,3,4,2,1,4,3,5,2,2,4,0,0,813
1,63,0,0,2,3,3,3,2,2,3,1, ,1,3,2,0,0,813
0,63,0,0,2,5,4,5,1,1,2,3,2,5,3,5,0,0,813
0,55,0,0,2,3, ,1,2,1,4,3,1,3,3,4,0,0,808
1,26,0,0,2,5,1,2,3,1,5,5,3,4,5,3,4,2,806
1,22,0,0,2,4,1,2,3,1,3,2,4,3,3,3,11,0,802
0,49,0,0,2,1,3,4,4,1,2,3,5,4,3,2,1,0,802
0,43,0,0,2,4,4,3,4,1,3,4,5,3,3,2,0,0,802
0,37,0,0,2,4,3,5,2,1,3,4,3,4,3,4,0,0,802
0,14,1,0,2,5,4,4,5,1,1,4,2,5,4,1,0,0,802
1,59,1,0,2,3,3,3,2,3,3,5,1,3,3,4,0,0,799
1,10,1,0,2,5,3,2,4,1,3,5,2,2,2,2,14,1,799
0,66,0,0,2,5,3,2, ,2,2,5,4,5,2,2,143,142,793
1,16,0,0,2,4,2,5,1,1,5,4,2,5,5,5,0,0,793
0,34,1,0,2,5,2,2,1,2,1,3,5,5,4,5,0,0,789
1,28,1,0,2,4,1,4,3,1,3,3,3,5,5,3,0,0,787
1,31,0,1,2,1,2,3,4,1,2,4,2,3,3,2,10,1,787
0,9,1,0,2,5,5,4,3,1,3,5,3,4,4,3,0,0,785
1,26,1,0,2,5,5,3,5,1,3,3,5,5,5,1,0,0,783
1,9,1,0,2,4,3,2,2,1,3,3,3,5,5,4,0,1,782
1,13,1,0,1,5,1,5,1,1,3,3,5,5,5,5,0,0,781
1,69,1,0,2,5,1,4,1,5,3,2, ,5,5,3,0,0,781
1,63,1,0,5,5,4,4,3,4,3,5,2,5,3,3,7,2,776
1,55,1,1,2,5,4,1,3,5,4,3, ,3,4,3,0,5,775
0,32,1,0,2,5,4,4,2,1,3,2,3,3,3,4,0,8,773
0,21,1,0,2,1,5,4,2,1,4,1,4,3,4,4,524,12,765
0,32,1,0,2,4,3,4,3,1,1,3,4,4,4,3,0,0,764
0,54,0,0,2,4,2,3,1,2,3,3,4,5,4,5,29,2,762
1,14,1,0,3,5,3,5,1,3,3,3,4,5,4,5,0,0,762
0,38,0,0,2,4,4,3,4,1,3,3,4,4,4,2,0,0,759
0,8,1,0,2,5,2,1,1,2,5,4,3,5,2,5,57,52,748
1,23,1,0,3,4,3,2,4,3,2,5,1,5,2,2,21,1,748
0,24,1,0,2,4,3,3,1,1,5,4,5,5,5,5,0,2,748
1,34,1,0,2,5,3,3,1,1,3,4,4,5,4,5,60,56,748
0,65,0,0,2,4,4,1,3,1,3,3,2,5,4,3,5,2,748
1,52,1,0,2,5,3,1,3,5,3,4, ,4,5,5,0,0,748
0,20,1,0,4,4,4,4,5,4,1,4,3,4,2,1,0,0,746
1,55,0,0,5,2,5,4,5,5,3,1,1,3,3,1,0,0,746
1,29,0,0,2,3,5,3,1,1,3,3,2,3,3,5,0,0,746
1,29,0,0,2,5,4,1,2,1,3,5,5,4,4,4,0,0,746
1,40,0,0,2,1,2,4,1,2,4,3,1,3,1,5,0,0,738
1,45,1,0,5,2,5,3,4,5,2,2,5,4,3,2,0,0,737
1,13,0,0,2,1,3,4,1,1,5,3,1,4,2,5,15,8,733
0,22,0,0,2,3,4,3,4,3,2,5,4,5,2,2,0,9,733
1,51,0,0,2,3,2,3,3,4,5,2, ,2,2,2,0,0,733
0,24,0,0,2,4,4,2,4,1,2,4,5,5,5,2,0,0,733
0,31,1,0,2,5,5,2,5,1,1,4,4,4,1,1,0,0,733
1,16,0,0,2,1,3,2,4,1,3,3,3,2,4,2,0,0,731
0,34,0,0,2,1,1,3,2,1,4,1,1,2,3,4,0,0,726
0,47,0,0,2,5,5,5,5,1,1,4,5,4,4,1,0,0,726
0,41,0,0,2,4,5,4,3,1,3,1,2,1,3,3,0,0,722
0,24,0,0,2,1,2,3,3,1,2,2,2,3,4,3,0,0,721
0,66,1,0,3,2,3,2,3,2,2,3,2,3,2,2,193,205,719
0,28,1,1,3,4,3,4,5,3,1,3,2,5,3,1,0,0,719
0,21,1,0,2,4,4,4,4,1,3,4,5,3,4,2,14,29,719
1,14,1,0,2,5,4,4,5,1,1,5,2,5,3,1,0,0,719
0,51,1,0,2,5,3,3,4,1,2,4,4,5,5,2,0,5,715
0,50,0,0,2,5,1,3,5,1,1,5,4,4,3,1,0,0,712
1,68,0,0,3,5,3,3,1,3,3,4,4,4,4,5,0,0,700
0,14,0,0,2,4,4,4,2,1,4,3,4,4,4,4,0,0,700
1,52,0,0,2,4,2,3,1,2,3,5,3,5,5,5,0,0,696
0,42,1,0,2,5,4,2,3,1,3,3,4,4,3,3,10,0,696
1,47,0,0,2,3,3,2,4,3,5,2, ,2,1,4,0,0,696
1,32,1,1,2,4,5,1,4,1,2,5,3,5,3,2,0,0,696
1,50,1,0,2,2,4,4,3,3,4,5, ,5,2,2,0,1,695
1,63,1,0,2,5,3,1,4,5,4,5, ,5,4,4,0,0,694
0,64,1,1,1,5,4,3,3,5,3,1, ,2,4,3,0,0,693
0,50,1,1,2,4,4,4,3,4,3,2, ,2,4,5,0,0,692
1,25,1,0,1,4,1,1,1,1,3,3,5,4,3,5,24,13,689
1,60,0,0,2,5,1,4,1,5,4,3,1,3,3,5,0,0,689
0,56,1,1,3,1,3,4,3,3,3,2,1,4,3,3,0,0,689
1,8,1,0,2,4,3,3,5,4,1,3,2,5,3,1,0,1,689
1,59,1, ,2,4,4,2,1,5,4,2,4,2,3,3,24,37,689
0,50,0,0,2,4,3,1,5,1,1,4,4,4,4,1,0,0,689
1,59,0,0,2,5,1,4,3,5,4,2, ,2,3,3,4,0,687
0,7,0,0,2,5,4,2,5,1,1,4,5,5,5,1,0,0,687
1,47,0,0,2,5,3,3,4,5,4,1, ,1,4,4,0,0,683
0,52,1,0,2,4,3,1,1,1,3,3,2,5,3,5,6,3,680
0,24,1,0,2,4,1,5,5,1,3,5,4,5,4,1,0,0,679
1,9,1,0,2,3,5,3,3,1,3,3,4,3,2,3,0,1,679
0,56,1,1,2,1,4,3,4,4,4,4, ,4,4,3,0,0,679
0,70,1,1,2,2,2,3,5,1,1,3,1,2,3,1,0,0,679
0,63,0,1,2,4,1,4,4,5,4,1, ,1,3,5,0,0,678
1,15,0,0,2,4,3,1,5,1,1,4,4,5,5,1,0,0,675
1,61,1,0,2,4,1,2,3,4,4,1,1,1,4,5,0,0,674
0,47,1,0,3,4,3,2,2,3,4,4,3,4,3,4,16,9,674
0,52,0,0,2,4,4,2,5,1,1,5,4,5,5,1,2,1,674
0,33,1,0,2,5,2,2,5,1,1,5,5,5,5,1,0,0,672
0,56,1,1,2,4,2,1,2,4,3,5,3,4,4,4,0,0,671
1,68,1,0,2,4,1,2,1,5,3,2, ,3,3,3,0,0,667
0,69,0,0,2,3,2,4,2,2,4,3,2,2,2,4,7,2,666
1,45,0,0,2,2,2,3,5,2,3,3, ,3,1,2,3,1,666
1,25,0,0,2,5,2,2,2,1,4,2,3,4,5,4,0,0,663
1,26,0,0,1,1,1,3,4,1,2,2,5,2,1,2,0,0,650
1,14,1,0,2,3,2,5,3,1,3,5,3,1,1,3,0,0,650
1,57,1,0,2,3,3,3,2,1,3,4, ,4,3,3,0,0,650
0,21,0,0,2,4,1,4,4,1,2,4,2,4,2,2,0,0,650
1,32,1,0,2,2,4,3,4,1,2,2,2,4,4,2,0,3,649
0,9,1,0,3,5,3,3,3,3,3,2,4,5,2,3,2,1,646
0,21,0,1,2,4,3,3,3,1,4,1,2,3,3,3,0,5,646
1,45,0,0,1,3,3,2,1,1,5,2,3,4,3,5,14,7,646
1,26,0,0,2,3,3,3,2,1,3,2,4,3,2,4,2,1,646
0,65,1,1,2,2,2,3,3,4,4,3, ,3,1,2,0,0,645
0,26,0,1,2,5,3,3,2,1,4,5,2,4,3,4,0,0,644
1,61,1,0,2,4,2,1,1,2,5,4,5,4,4,5,0,0,643
1,38,1,0,3,3,4,4,3,4,2,3,1,4,1,3,0,0,643
0,52,1,0,2,5,5,2,4,1,1,5,5,5,4,2,0,0,643
0,46,0,1,2,4,3,1,1,4,5,3, ,3,4,4,1,0,641
0,52,1,0,2,4,4,3,2,1,3,3,2,4,3,4,64,53,639
0,9,0,0,2,5,4,3,5,1,1,4,2,5,3,1,0,0,634
1,36,0,0,3,1,3,3,3,3,2,1,4,4,4,3,0,0,631
0,7,0,0,2,3,5,3,1,1,5,1,5,3,1,5,0,0,631
0,33,1,0,4,5,3,1,1,3,1,5,3,5,4,5,0,0,630
1,20,0,0,2,5,4,1,5,1,1,3,4,4,3,1,16,4,628
0,31,1,0,2,5,4,4,1,1,5,5,3,5,3,5,5,5,628
1,65,1,0,2,4,1,1,3,5,5,3,1,4,5,4,0,0,627
0,13,1,0,2,1,1,3,2,1,3,4,2,3,2,4,0,0,626
1,66,1,1,3,3,3,3,4,3,3,1,5,3,3,2,13,24,622
0,34,0,0,2,5,1,2,2,1,4,4,5,4,4,4,5,2,621
0,40,1,0,2,3,2,3,5,2,1,2,1,1,1,1,4,0,612
1,64,1,0,2,4,5,3,2,4,4,1, ,3,4,5,0,0,607
0,51,1,0,2,4,3,2,2,4,4,4,2,5,5,4,0,0,605
1,27,1,0,2,5,3,1, ,3,3,5,4,5,3,3,180,175,604
0,13,1,0,2,4,2,2,5,1,1,5,3,5,4,1,0,0,604
0,17,1,0,2,5,4,2,3,1,3,4,5,4,3,3,0,0,604
1,47,0,1,2,5,3,3,2,4,5,4, ,1,5,4,26,12,602
0,64,1,0,3,4,3,5,3,3,3,3,2,4,3,3,0,7,599
0,69,0,0,3, ,3,3,3,2,2,4,3,4,2,2,155,163,599
1,60,1,0,2,4,5,3,3,4,3,1, ,1,4,3,0,0,599
1,65,1,0,2,2,2,3,2,5,5,2, ,2,4,3,90,80,598
0,31,1,0,2,2,4,4,2,1,4,1,1,2,4,4,0,0,596
0,49,1,1,2,5,5,1,4,3,5,4, ,4,4,4,0,0,596
1,25,1,0,2,2,4,4,4,2,2,4,3,3,2,2,0,3,594
1,20,0,0,2,2,3,3,5,2,1,2,3,4,1,1,0,3,594
1,22,1,1,2,4,1,3,4,1,2,4,2,3,3,2,7,59,594
0,12,1,0,4,3,2,3,5,1,1,1,1,3,1,1,0,0,594
1,58,0,0,2,3,3,4,3,1,4,1, ,1,3,3,0,0,594
0,25,0,0,2,5,2,3,3,1,3,3,4,2,1,3,0,0,594
0,54,0,0,2,5,2,1,1,2,5,4,2,4,4,5,29,21,591
1,56,0,0,2,1,1,3,2,1,4,1,3,2,2,4,1,0,590
1,40,0,0,2,3,2,3,2,2,4,3,1,3,2,4,37,35,590
1,56,1,0,1,5,1,3,3,1,4,4,1,1,5,3,7,12,589
0,69,0,0,2,5,3,3,3,1,3,3,3,5,4,3,0,0,587
1,64,0,0,2,5,2,3,2,5,4,2, ,2,3,5,0,0,587
0,42,1,0,2,4,2,4,3,1,3,3,4,5,4,3,1,0,585
0,44,1,0,2,4,3,1,1,1,5,4,3,5,4,5,0,0,585
0,9,1,1,2,5,4,2,3,1,3,5,2,4,3,3,0,0,585
1,65,1,0,1,1,1,4,2,1,4,3,4,4,4,4,0,13,584
1,47,1,0,2,4,4,3,1,4,5,2,4,3,4,3,0,0,584
1,42,0,0,2,4,5,4,4,5,5,2, ,2,5,5,0,0,584
0,50,0,0,2,3,3,4,2,1,4,4,1,3,3,4,0,5,581
1,25,0,0,2,4,2,1,3,1,2,4,4,4,5,3,2,1,581
1,27,0,0,2,4,2,3,2,1,4,4,4,5,4,4,0,0,581
0,22,0,0,2,4,3,4,2,1,4,3,4,4,5,4,2,1,580
0,37,0,0,2,2,2,2,5,1,1,3,3,2,3,1,0,0,580
1,12,0,0,2,2,3,2,4,1,2,2,5,1,4,2,0,0,580
0,37,0,0,5,4,5,1,5,5,1,5,2,5,5,1,20,24,577
0,56,0,0,2,4,4,2,4,1,1,5,3,4,3,2,1,0,577
0,12,1,0,2,3,4,4,3,3,3,2,1,3,4,3,0,0,577
0,55,0,0,2,5,4,3,3,5,3,3,4,5,3,3,0,0,577
0,68,0,0,2,5,3,1,4,1,2,4,5,4,3,2,0,0,575
1,65,0,0,2,4,1,2,4,5,5,2,1,2,3,4,0,0,570
1,18,0,0,2,1,1,3,4,1,2,3,2,2,1,2,15,10,569
0,9,1,1,2,4,5,3,5,1,1,1,5,3,4,1,0,0,569
1,39,1,0,2,4,1,3,3,1,1,4,2,5,4,3,0,0,565
1,31,1,0,2,5,3,3,2,1,4,5,2,4,3,4,0,17,563
1,53,1,0,2,4,4,2,1,4,5,2, ,2,4,5,0,0,563
1,31,0,0,2,4,1,2,5,1,5,4,4,5,3,1,31,35,562
0,41,1,0,2,4,4,4,1,1,3,5,4,4,5,5,0,0,558
0,33,0,0,3,2,3,3,3,3,5,4,2,2,4,3,94,89,551
1,69,0,0,2,4,4,4,1,3,4,5, ,5,4,1,4,0,551
1,18,0,0,2,3,3,1,3,1,5,2,3,4,2,3,0,0,550
1,50,1,0,2,3,2,3,4,2,1,2,2,4,5,2,2,1,547
0,29,0,0,2,2,3,4,1,1,5,3,2,4,4,5,0,0,546
1,65,0,0,2,1,2,3,2,2,4,4,5,3,1,4,3,0,545
1,21,0,0,2,4,2,4,4,1,5,3,5,4,4,2,0,0,545
0,47,0,0,2,4,2,2,4,2,2,4,5,2,2,2,0,0,544
1,59,0,0,2,5,2,3,2,4,2,1, ,1,2,2,0,16,544
0,17,1,0,2,2,3,3,1,1,5,2,5,2,1,5,0,0,542
0,17,0,0,2,3,2,3,4,1,4,5,3,1,5,2,0,0,541
1,33,1,0,2,4,1,4,1,1,5,4,3,4,3,5,2,4,536
0,63,1,1,2,5,5,4,5,1,2,3,2,1,1,1,6,1,534
0,23,1,0,2,4,4,4,2,1,4,5,4,4,4,4,0,0,534
1,18,1,0,2,5,1,2,5,1,1,4,2,4,4,1,106,90,533
1,50,1,0,2,5,1,2,2,4,4,2, ,2,4,5,0,0,533
0,7,0,0,2,3,4,1,5,1,1,1,2,2,1,1,1,5,529
0,7,0,0,2,5,2,2,4,2,2,5,2,4,5,2,16,5,528
1,25,0,0,4,4,3,4,2,3,4,3,3,3,4,4,0,0,528
1,26,1,1,2,4,3,3,1,1,5,5,3,5,5,5,10,0,528
0,66,1,0,2,5,3,5,5,1,1,5,5,5,4,1,0,5,526
0,69,0,0,2,4,1,4,5,1,1,3,4,5,5,1,14,1,526
0,47,1,1,2,5,1,3,3,4,4,1, ,3,3,4,0,0,521
0,63,0,1,2,5,4,4,3,5,5,5, ,5,4,5,4,3,511
1,38,0,0,2,4,3,4,5,1,1,4,4,4,5,1,13,1,507
1,61,0,0,2,5,2,4,4,4,4,1, ,1,4,3,24,14,507
1,34,0,1,2,4,4,3,2,4,5,2, ,2,5,4,89,76,507
1,48,1,0,2,3,2,2,3,2,2,5, ,5,1,3,66,57,503
0,30,0,0,2,1,3,2,2,1,4,2,1,3,3,4,0,0,502
1,67,1,0,2,5,4,4,3,4,4,3, ,3,4,4,0,0,502
1,21,1,0,3,5,3,3,5,3,1,5,2,5,5,1,0,0,501
0,25,1,0,2,5,1,2,4,1,2,4,5,4,4,2,10,1,500
1,11,1,0,2,5,5,2,1,1,5,5,2,4,3,5,0,0,500
0,12,0,0,2,5,4,1,4,1,2,5,2,4,5,2,0,0,500
0,20,1,1,2,5,4,4,1,1,5,4,3,5,4,5,3,0,493
1,26,1,0,2,1,5,3,3,1,1,3,2,4,1,3,0,0,493
0,49,1,0,5,4,5,2,3,5,3,1,4,3,3,3,0,0,491
0,33,1,0,2,4,5,2,3,1,3,2,2,1,5,3,3,10,491
0,58,1,0,2,3,1,4,5,1,1,2,1,3,4,1,0,0,489
1,40,0,0,2,2,2,4,5,2,1,1,3,3,2,1,0,0,488
0,64,0,0,2,3,1,4,2,1,4,4,3,2,4,4,0,0,484
1,39,0,0,2,4,2,5,4,2,2,2,3,3,5,2,0,0,481
1,25,0,0,2,1,5,3,4,1,2,1,4,4,4,2,0,0,481
0,64,0,0,2,2,5,2,2,1,2,2,2,3,2,4,6,1,480
0,30,1,0,3,5,3,1,2,3,1,5,2,4,5,4,41,24,479
0,30,1,0,2,1,4,3,1,1,5,4,4,3,3,5,0,13,476
0,13,1,0,2,3,5,1,4,1,2,2,1,3,5,2,0,0,475
1,12,1,1,2,4,3,3,5,1,1,2,5,4,3,1,14,44,473
0,63,0,1,2,3,2,4,4,1,1,2,3,3,1,1,174,172,471
0,51,0,0,3,3,3,3,2,3,4,5,3,1,5,4,0,0,469
1,68,0,1,2,2,2,4,1,3,3,4, ,4,1,2,0,0,468
0,56,0,0,2,5,1,2,1,1,5,4,5,5,4,5,0,0,468
0,25,1,0,2,4,4,2,4,1,2,5,3,4,5,2,0,0,466
0,29,1,0,2,5,5,2,5,1,1,5,5,5,3,1,14,5,464
0,33,1,0,3,4,2,1,1,2,5,3,3,5,5,5,0,9,462
0,67,0,0,2,2,2,3,2,2,4,2,4,4,2,4,0,0,460
0,24,0,0,4,5,4,4,4,4,2,4,4,5,3,2,39,39,460
0,27,0,0,2,4,4,1,1,1,5,3,5,4,3,5,0,4,460
0,17,0,0,2,4,4,1,2,1,4,4,2,3,5,4,0,0,460
1,60,1,1,2,4,4,4,2,3,4,3, ,3,1,4,20,4,458
1,55,1,0,2,4,2,1,1,5,5,3, ,3,3,5,0,0,457
0,70,1,0,2,1,4,4,2,1,4,1,4,4,4,4,19,45,456
1,30,0,0,2,2,2,3,3,1,3,3,1,4,3,3,3,0,456
0,64,0,0,2,1,4,2,1,1,3,4,4,2,3,5,0,0,453
1,30,0,0,2,4,2,1,1,2,5,4,5,4,3,5,0,0,451
0,24,0,0,5,2,1,3,1,1,3,2,5,4,2,5,1,0,449
1,45,1,1,5,1,5,4,5,4,3,5, ,5,2,1,0,0,448
1,44,1,0,5,4,5,4,3,4,5,5, ,2,3,4,0,0,447
1,46,1,0,5,5,4,2,2,4,5,2, ,2,3,4,0,0,447
1,49,0,0,5,5,4,2,3,5,5,2, ,5,5,5,0,0,447
0,52,0,0,5,5,1,1,2,1,4,4,3,5,5,4,0,0,447
1,22,0,0,5,5,5,1,5,1,3,3,2,5,4,1,0,0,447
1,63,0,0,3,5,3,3,1,3,1,3,4,5,3,5,0,0,446
0,35,0,0,2,4,5,3,4,1,2,5,4,4,4,2,2,3,444
1,32,0,0,2,1,2,4,5,2,1,1,5,3,4,1,71,63,436
0,65,0,0,3,4,3,4,2,3,4,5,2,4,3,4,46,33,436
1,45,0,0,2,5,1,2,2,5,5,4, ,4,5,4,0,9,436
0,54,0,0,2,4,5,4,2,1,4,3,5,4,5,4,20,19,436
1,67,0,0,2,1,4,4,4,3,4,4, ,2,1,3,35,69,436
0,49,1,1,2,4,2,1,4,5,5,3, ,3,5,3,0,0,436
1,10,1,0,2,5,1,2,4,1,2,3,5,4,4,2,0,0,436
1,65,1,0,2,5,5,2,2,4,4,3, ,3,3,5,0,0,435
1,41,0,0,2,4,1,3,2,1,4,2,4,4,2,4,0,0,432
1,41,0,0,2,4,2,3,2,5,5,4, ,4,4,4,0,0,432
